47,0,contact,Princess Lucina Contact and Tribute Information,Contact and Tribute,"Please read this before contacting me so you know how to approach me and what to expect - and what not to expect.
##Tribute
you will offer Me the appropriate tribute upon arrival. The tribute is as follows:
###Tribute Amounts:
30 minutes: Â£80.   
60 minutes: Â£150.  
90 minutes: Â£210.  
120 minutes: Â£280.  
Please do not try and negotiate the tribute as this is an insult to other slaves who pay in full and this will not be tolerated.
## Punctuality
Be on time.  That means allowing enough time to arrive taking into account potential delays.  If it looks like you are going to be late despite your best laid plans then make sure you keep me informed as early as possible.
## Approach
you will approach Me with appropriate humility. You may address Me as Princess or Mistress. Lack of respect and bad manners will not be tolerated and may lead for you to be asked to leave.
## Communication
Give some advance thought to what you would like to achieve from your session. Be open and honest with Me and yourself. Above all else, be realistic - fantasy can sometimes be different than the reality of your submission, once you find yourself at My feet. These are particularly important issues for those who have not sessioned with Me previously.
your special time with Me will always be preceeded by a non-tributable consultation. W/we will discuss and assess your limitations and cover any pre-existing medical conditions. I encourage feedback and am interested in your post session thoughts and opinions.
## Hygiene
you will shower or bathe prior to your appointment. I expect you to be clean and presentable. Those who do not follow this fundamantal rule, will show a lack of respect, resulting only in dismissal. If you are requesting anal you must ensure you are clean. Lack of attention to this will result in an immediate cease to that activity.
## Contact information
[princess_lucina@yahoo.co.uk]: mailto:princess_lucina@yahoo.co.uk
you may contact Me Tuesday to Saturday from 11 am to 7pm via phone 07719 415496 or e-mail [princess_lucina@yahoo.co.uk][]. you can leave Me a voice mail but I will only return your call if you state it is safe to do so. I do not take bookings via text or have a conversation with you unless I have sessioned with you many times. All sessions must be confirmed by 10am on the morning of the meeting.
When you call you will find Me warm and friendly as I do not believe that having bad manners is part of being dominant. I do realise that in order to find the right Mistress you may have genuine questions but do note if I feel you are a time waster I will cut the conversation short!
I do not do outcalls.
you can find My map location [here](http://g.co/maps/s495j).",Enter here to learn how to contact me and the rules you should follow to ensure respect is maintained.,1,0,16/07/15 15:35,16/07/15 15:35,Lucina,60,mistress-04
48,0,links,Links,Links,"<div><a href='http://www.professionalmistresses.co.uk' target='_blank'><img title='Professional Mistresses' src='site_images/link_banners/bnr01.gif' alt='Professional Mistresses'/></a></div>
<div><a href='http://www.mistressadvisor.com' target='_blank'><img title='New Mistress Advisor' src='site_images/link_banners/new_ma_banner.png' alt='New Mistress Advisor'/></a></div>
<div><a href='http://www.valeriavixen.net' target='_blank'><img title='Valeria Vixen' src='site_images/link_banners/valeria_ban.gif' alt='Valeria Vixen'/></a></div>
<div><a href='http://http://your-mistress.com' target='_blank'><img title='Your-Mistress' src='site_images/link_banners/your-mistress-banner-02.gif' alt='Your-Mistress'/></a></div>
<div><a href='http://www.truemistresses.com' target='_blank'><img title='True Mistresses' src='site_images/link_banners/truemistresses_06.gif' alt='True Mistresses'/></a></div>
<div><a href='http://www.mistresshelena.co.uk' target='_blank'><img title='' src='site_images/link_banners/Mistress Helena Banner.gif' alt=''/></a></div>
<div><a href='http://www.leesasfemdomlinks.com' target='_blank'><img title='' src='site_images/link_banners/leesasfemdom_468x60_01.gif' alt=''/></a></div>
<div><a href='http://www.thedominationweb.com' target='_blank'><img title='Domination Web' src='site_images/link_banners/Domination4.gif' alt='Domination Web'/></a></div>
<div><a href='http://www.eliteukmistresses.co.uk' target='_blank'><img title='Elite UK Mistresses' src='site_images/link_banners/eliteukmistresses.gif' alt='Elite UK Mistresses'/></a></div>
<div><a href='http://www.ukmistresszone.co.uk' target='_blank'><img title='UK Mistress Zone' src='site_images/link_banners/UK-Mistress-Zone-Banner.gif' alt='UK Mistress Zone'/></a></div>
<div><a href='http://www.mistress-uk.com' target='_blank'><img title='Mistress UK' src='site_images/link_banners/MUK-banner.jpg' alt='Mistress UK'/></a></div>
<div><a href='http://www.femmefataledirectory.com' target='_blank'><img title='The Worldwide Mistress Directory' src='site_images/link_banners/femfatale.gif' alt='The Worldwide Mistress Directory'/></a></div>
<div><a href='http://www.dominaguide.net' target='_blank'><img title='DominaGuide.NET' src='site_images/link_banners/dominaguide-net-01.jpg' alt='DominaGuide.NET'/></a></div>
<div><a href='http://www.dominasuperior.com' target='_blank'><img title='Domina Superior' src='site_images/link_banners/dominasuperior.gif' alt='Domina Superior'/></a></div>
<div><a href='http://www.mistresszone.co.uk' target='_blank'><img title='Mistress Zone Worldwide' src='site_images/link_banners/mistresszone-banner.jpg' alt='Mistress Zone Worldwide'/></a></div>
<div><a href='http://www.manchestermistressdirectory.com' target='_blank'><img title='Manchester Mistress Directory' src='site_images/link_banners/manchestermistressdirectory.gif' alt='Manchester Mistress Directory'/></a></div>
<div><a href='http://www.maxfisch.com' target='_blank'><img title='Max Fisch' src='site_images/link_banners/maxfisch.gif' alt='Max Fisch'/></a></div>
<div><a href='http://www.ukmistressguide.co.uk' target='_blank'><img title='UK Mistress Guide' src='site_images/link_banners/UKMistressGuide-wb.gif' alt='UK Mistress Guide'/></a></div>
<div><a href='http://www.mistress-guide.com' target='_blank'><img title='Mistress Guide' src='site_images/link_banners/mistress_guide_468x60_2.gif' alt='Mistress Guide'/></a></div>
<div><a href='http://www.domlinx.com' target='_blank'><img title='Dom Links' src='site_images/link_banners/domlinx.jpg' alt='Dom Links'/></a></div>
<div><a href='http://www.pro-domme.co.uk' target='_blank'><img title='Pro Domme' src='site_images/link_banners/pro-domme-mistress-directory.jpg' alt='Pro Domme'/></a></div>
<div><a href='http://www.uk-mistress-directory.co.uk' target='_blank'><img title='UK Mistress Directory' src='site_images/link_banners/5mistressdirectory1.gif' alt='UK Mistress Directory'/></a></div>
<div><a href='http://www.mccoysguide.com' target='_blank'><img title='McCoy's Guide' src='site_images/link_banners/McCoysDommeBanner.gif' alt='McCoy's Guide'/></a></div>
<div><a href='http://www.sensuallist.com' target='_blank'><img title='Sensualist' src='site_images/link_banners/6sensuallist.gif' alt='Sensualist'/></a></div>
<div><a href='http://www.sinsearch.com' target='_blank'><img title='Sin Search' src='site_images/link_banners/sinsearch.jpg' alt='Sin Search'/></a></div>
<div><a href='http://www.pandemos.net' target='_blank'><img title='Pandemos' src='site_images/link_banners/pandemos.png' alt='Pandemos'/></a></div>
<div><a href='http://www.bellaslist.com' target='_blank'><img title='Bellas List' src='site_images/link_banners/bellaslist.gif' alt='Bellas List'/></a></div>
<div><a href='http://www.fetish-kingdom.net' target='_blank'><img title='Fetish Kingdom' src='site_images/link_banners/fetishkingdom.jpg' alt='Fetish Kingdom'/></a></div>
<div><a href='http://www.seriousmistresses.com' target='_blank'><img title='Serious Mistresses' src='site_images/link_banners/seriousm_001.gif' alt='Serious Mistresses'/></a></div>
<div><a href='http://www.fetishlink.co.uk' target='_blank'><img title='Fetish Link' src='site_images/link_banners/fetishlink-banner09.jpg' alt='Fetish Link'/></a></div>
<div><a href='http://www.OpenAdultDirectory.com/bdsm' target='_blank'><img title='Open Adult Directory' src='site_images/link_banners/openadultdir.jpg' alt='Open Adult Directory'/></a></div>
<div><a href='http://www.femdomsearch.com' target='_blank'><img title='Femdom Search' src='site_images/link_banners/fs_banner1.jpg' alt='Femdom Search'/></a></div>",Here are links to partner sites and sponsors.,1,0,16/07/15 15:36,16/07/15 15:36,Lucina,100,mistress-04
49,0,gallery-02,Gallery 2,Gallery 2,                ,,1,1,16/07/15 15:36,16/07/15 15:36,Gallery,90,mistress-04
50,0,tozascarlet,Lady Toza Scarlet,Lady Toza Scarlet,"<img class='imageTop' src=""site_images/gardencrop.jpg"">
I have no desire to stomp around shouting abuse at you. Why would I want to do that?  Consider a confident command, whispered up close in your ear with the threat of punishment if you disobey me. It will send a cold shiver down your spine. It will also bring a sadistic smile to my face.
To read more go to my <a href=""http://ladytozascarlet.com"">Main Website</a>
                
                
                
                ",This is the page for Toza Scarlet.,0,0,01/01/70 00:00,01/01/70 00:00,Mistress,40,
51,0,reginascarlet,Mistress Regina Scarlet,Regina Scarlet,"<img class='imageTop' src=""site_images/reginascarlet.jpg"">
I am beautiful and elegant, with porcelain skin and long red hair.  I have an extensive fetish wardrobe and a lifelong interest in all things kinky; in recent years I have embraced My passion for female domination, first as a lifestyle and now professionally.
 
My tastes are broad, but I particularly enjoy erotic torture, strict bondage and corporal punishment.  I like to tease and inflict pain, enforcing total obedience.  I have a wicked imagination; sessions with me are intense and exquisitely rewarding.
 
Novices, women and couples are welcome.  Limits respected or challenged, by agreement.
[mistressreginascarlet@gmail.com]: mailto:mistressreginascarlet@gmail.com
You can book a session with Me by phone on *07580 157706*. I do not answer withheld numbers or text messages.  You can also contact me by email at [mistressreginascarlet@gmail.com][]
 
Remember: be punctual, respectful and clean.
 
                
                
                
                
                ",The page for Mistress Regina Scarlet.,0,1,16/07/15 15:42,16/07/15 15:42,Mistress,0,mistress-04
65,0,viduitas,Miss Viduitas,Miss Viduitas,"<blockquote>
""There is no more lively sensation than that of pain; its impressions are certain and dependable, they never deceive"" - The Marquis de Sade
</blockquote>
I am the girl your mother warned you about. Enchantingly dark and delightfully devious, I revel in being sadistic and take great pleasure in what I do.
I favour the Gothic aesthetic both inside the dungeon and out in the 'real' world; I'm slender with pale skin and long dark hair. I have a number of large tattoos and various piercings, so if you like women of an alternative persuasion, I do not disappoint.
To find out more about myself and what I offer or to arrange a session please visit my website at
[http://missviduitas.wordpress.com](http://missviduitas.wordpress.com)
or email me at
[themistressmacabre@gmail.com](mailto:themistressmacabre@gmail.com)
                ",This is the page for Miss Viduitas.,0,1,01/01/70 00:00,01/01/70 00:00,Mistress,70,mistress-02
67,0,mistressesold,Other Mistresses,Other Mistresses,"To find out about other Mistresses available at my chambers follow the links below.
<ul>
<li class='headerLink'>
<a href='view?screen=reginascarlet'>Regina Scarlet</a>
</li>
<li class='headerLink'>
<a href='view?screen=madox'>Mistress Madox</a>
</li>
<li class='headerLink'>
<a href='view?screen=tozascarlet'>Lady Toza Scarlet</a>
</li>
<li class='headerLink'>
<a href='view?screen=hunteress'>The Hunteress</a>
</li>
<li class='headerLink'>
<a href='view?screen=viduitas'>Miss Viduitas</a>
</li>
<li class='headerLink'>
<a href='view?screen=cornelia'>Mistress Lady Cornelia</a>
</li>
<li class='headerLink'>
<a href='view?screen=helena'>Mistress Helena</a>
</li>
<li class='headerLink'>
<a href='view?screen=jenna'>Mistress Jenna</a>
</li>
</ul>           
                
                
                
                
                ",Links to other Mistresses who are based at Princess Lucina's chambers.,0,0,01/01/70 00:00,01/01/70 00:00,Mistress,0,NULL
68,0,cornelia,Mistress Lady Cornelia,Lady Cornelia,"[Main Website]: http://www.mistressladycornelia.co.uk/ ""Main Website""
<img class='imageTop' src= ""site_images/cornelia.jpg"">
I am Manchester Mistress Lady Cornelia and as your Mistress I want to take you into My fantasy world of torment and captivation, deprivation and denial. Imagine yourself disappearing from everyday life to find yourself in the world of Lady Cornelia, where your discipline and fantasies WILL all come true because I'll make them happen my little sluts and slaves!""
 
My website is - [Main Website][]",Mistress Lady Cornelia's page on Princess Lucina's Site.,0,1,16/07/15 15:47,16/07/15 15:47,Mistress,100,mistress-04
69,0,helena,Mistress Helena,Mistress Helena,"[www.mistresshelena.co.uk/]: http://www.mistresshelena.co.uk/ ""www.mistresshelena.co.uk/""
I am Mistress Helena, known as Mistress Hell to my Twitter Followers where you can follow my daily escapades as an Elite Manchester Mistress. I am well educated and trained in psychology. I do work alongside other Elite Mistresses, Princess Lucina, Mistress Madox, & Lady Cornelia for Double Domme Sessions as well as other Mistresses do ask. I am a tall Blonde blue eyed Angelic Mistress with a rather seductive and cruel side which I unlock in your presence. You may serve me at the Manchester Reddish Dungeon.  Let me take your Will, you will submit to my Higher Priestess Charms I will take your mind, control you. You are Mine!
 
I have an experienced lifestyle Mistress Background and can facilitate many of your inner desires to be unleashed while I have you under my Control! I am a sensual Mistress, well educated and with a refined well spoken English accent that will make you realise your in the prescense of true Class.
 
I do have many Latex outfits, and exclusive corsetry wear. You will fall to your Knees in my prescense and worship me as a true slave. Do ask for outfit preference however remember I am Mistress! I decide! I do accept texts to make bookings HOWEVER do call me once I ask you to as it is vital I speak to you prior to a session. I DO NOT accept numbers that are WITH HELD so remember this if calling from a hotel or your office phone!
 
All Mistresses love gifts and if you look at my Website you can see what gifts I prefer on my wishlist. My site also gives you details on what I do in session. Do look at <http://www.mistresshelena.co.uk>
 
Tel 07798898993 to book now!
 
Email me on <highpriestesshelena@gmail.com>
 
Always address me as Mistress Helena in any contact",,1,1,01/01/70 00:00,01/01/70 00:00,Mistress,100,mistress-04
70,0,jenna,Mistress Jenna,Mistress Jenna,"<img class='imageTop' src=""site_images/jenna.jpg"">
I am an Experienced, Elite Professional Mistress based in South Manchester.
I am a Sadistic, Strict yet Sensual Mistress. I do not march around shouting, I don't need to raise My voice to have you under My control. I have a calm, powerful & strong presence which will make you crave to please Me. Do not be fooled by My beauty. I am extremely intuitive and intelligent.
I strongly believe a Domme/sub relationship is about mutual trust and respect, I will always respect your interests, and only operate along safe, sane and consensual lines, although trust Me I will read you and push your limits.
I am not a cold hearted scowling Domme, I have been told on many occasions My form of Domination is refreshing and unique. One look into My hypnotic eyes and you will be under My spell, I will have you quivering with excitement, begging for mercy and desperate for release.
I will play with your mind, sweet and seductive one minute, cruel and sadistic the next. I will intrigue you. you will crave more time in My presence.
I protect and nurture My loyal slaves, I will draw you in, you will have no choice but to submit .... I will be your new addiction, at My feet you will find your true place. 
Are you worthy to kneel before Me and fall under My Protection ...I will decide.
Sessions now available Tuesdays to Saturdays - Advanced booking required.
Telephone 07721603626
[Main Website](http://www.mistressjenna.co.uk)",,0,1,01/01/70 00:00,01/01/70 00:00,Mistress,100,mistress-04
87,0,mistresses,Mistresses,Mistresses,,,0,0,30/07/15 22:37,30/07/15 22:37,Mistress,100,
88,0,dummy,,,,,0,0,01/01/70 01:00,01/01/70 01:00,,0,
